id,keywords
17414,"[{'id': 5306, 'name': 'boss'}, {'id': 5572, 'name': 'fistfight'}, {'id': 10624, 'name': 'bully'}, {'id': 14762, 'name': 'orangutan'}, {'id': 158039, 'name': 'hotel manager'}]"
13997,"[{'id': 169078, 'name': 'nitrous oxide'}, {'id': 169079, 'name': 'candid camera'}, {'id': 169085, 'name': 'double act'}, {'id': 169086, 'name': 'political satire'}, {'id': 169097, 'name': 'crooked politician'}, {'id': 187056, 'name': 'woman director'}]"
2086,"[{'id': 441, 'name': 'assassination'}, {'id': 477, 'name': 'train station'}, {'id': 6078, 'name': 'politics'}, {'id': 12670, 'name': 'los angeles'}]"
61548,[]
9095,"[{'id': 964, 'name': 'servant'}, {'id': 1299, 'name': 'monster'}, {'id': 10124, 'name': 'laboratory'}, {'id': 156033, 'name': 'jekyll and hyde'}, {'id': 191009, 'name': 'housemaid'}, {'id': 207928, 'name': '19th century'}]"
12158,"[{'id': 3133, 'name': 'vampire'}, {'id': 3630, 'name': 'half vampire'}]"
9283,"[{'id': 155808, 'name': 'hometown'}]"
9208,"[{'id': 720, 'name': 'helicopter'}, {'id': 1261, 'name': 'river'}, {'id': 1316, 'name': 'captain'}, {'id': 1353, 'name': 'underground'}, {'id': 1666, 'name': 'mexican standoff'}, {'id': 1825, 'name': 'countdown'}, {'id': 3203, 'name': 'pilot'}, {'id': 5572, 'name': 'fistfight'}, {'id': 8122, 'name': 'canyon'}, {'id': 9052, 'name': 'major'}, {'id': 10085, 'name': 'betrayal'}, {'id': 12371, 'name': 'gunfight'}, {'id': 13008, 'name': 'train'}, {'id': 14601, 'name': 'explosion'}, {'id': 15263, 'name': 'park ranger'}, {'id': 18034, 'name': 'desert'}, {'id': 162365, 'name': 'military'}, {'id': 208547, 'name': 'nuclear device'}, {'id': 209476, 'name': 'boxing'}, {'id': 214472, 'name': 'stealth aircraft'}, {'id': 215861, 'name': 'abandoned mine'}, {'id': 219869, 'name': 'humvee'}]"
40154,"[{'id': 14531, 'name': 'play'}, {'id': 185011, 'name': 'hamlet'}, {'id': 207317, 'name': 'christmas'}, {'id': 207716, 'name': 'actor'}]"
406,"[{'id': 90, 'name': 'paris'}, {'id': 376, 'name': 'neo-nazi'}, {'id': 379, 'name': 'skinhead'}, {'id': 642, 'name': 'robbery'}, {'id': 796, 'name': 'police brutality'}, {'id': 898, 'name': 'hip-hop'}, {'id': 1419, 'name': 'gun'}, {'id': 1952, 'name': 'socially deprived family'}, {'id': 1974, 'name': 'breakdance'}, {'id': 1975, 'name': 'arabian'}, {'id': 3925, 'name': 'boredom'}, {'id': 9748, 'name': 'revenge'}, {'id': 14632, 'name': 'suburb'}, {'id': 14819, 'name': 'violence'}, {'id': 15090, 'name': 'police officer'}, {'id': 156052, 'name': 'unemployment'}, {'id': 156702, 'name': 'capture'}, {'id': 160910, 'name': 'xenophobia'}]"
45549,[]
63076,"[{'id': 2398, 'name': 'narration'}, {'id': 12396, 'name': 'hollywood'}, {'id': 13059, 'name': 'prostitution'}]"
11062,"[{'id': 417, 'name': 'corruption'}, {'id': 1568, 'name': 'undercover'}, {'id': 1601, 'name': 'war on drugs'}, {'id': 1919, 'name': 'mayor'}, {'id': 2231, 'name': 'drug dealer'}, {'id': 2946, 'name': 'presidential election'}, {'id': 4654, 'name': 'undercover agent'}, {'id': 5340, 'name': 'investigation'}, {'id': 6149, 'name': 'police'}, {'id': 14964, 'name': 'drug'}]"

